QuestionLink,Title,Score,Tags,Id,Type
https://stackoverflow.com/questions/73389603,pytorch tensor sort rows based on column,1,<python><sorting><pytorch><tensor>,73389603,tensor
https://stackoverflow.com/questions/62961992,Best way to convert a tensor from a condensed representation,2,<python><pytorch><tensor><advanced-indexing>,62961992,tensor
https://stackoverflow.com/questions/66482542,Converting 1D tensor into a 1D array using Fastai,1,<python><arrays><numpy><pytorch><tensor>,66482542,tensor
https://stackoverflow.com/questions/63507027,"Mask certain indices for every entry in a batch, when using torch.max()",1,<python><pytorch><tensor>,63507027,tensor
https://stackoverflow.com/questions/70440606,Why does Tensorflow Function perform retracing for different integer inputs to the function?,1,<python><tensorflow><tensorflow2.0><tensor>,70440606,tensor
https://stackoverflow.com/questions/68878403,Setting values of a tensor based on given indices of corresponding rows using pytorch,1,<python><pytorch><tensor>,68878403,tensor
https://stackoverflow.com/questions/68166721,CUDA error: device-side assert triggered on Colab,46,<pytorch><google-colaboratory><tensor>,68166721,tensor
https://stackoverflow.com/questions/68226077,Indexing elements from a batch tensor in PyTorch,1,<python><indexing><pytorch><tensor>,68226077,tensor
https://stackoverflow.com/questions/68158155,Pytorch broadcasting command not found,2,<python><numpy><pytorch><tensor><array-broadcasting>,68158155,tensor
https://stackoverflow.com/questions/65605321,mask list/tensor with multiple conditions?,4,<python><list><pytorch><mask><tensor>,65605321,tensor
https://stackoverflow.com/questions/64913854,Loading n-dimensional tensor for pytorch from text file,3,<python><numpy><pytorch><tensor>,64913854,tensor
https://stackoverflow.com/questions/70262173,"Error: Expected all tensors to be on the same device, While all are on same device",1,<pytorch><tensor>,70262173,tensor
https://stackoverflow.com/questions/63097531,Can I convert a Numpy ndarray to a Tensor?,1,<python><numpy><tensorflow><multidimensional-array><tensor>,63097531,tensor
https://stackoverflow.com/questions/75505680,Using gather() to retrieve rows from 3d tensor with 2d tensor in Pytorch,1,<multidimensional-array><indexing><pytorch><tensor>,75505680,tensor
https://stackoverflow.com/questions/64241325,Top K indices of a multi-dimensional tensor,4,<python><pytorch><tensor><matrix-indexing>,64241325,tensor
https://stackoverflow.com/questions/66783542,Why a.storage() is b.storage() returns false when a and b reference the same data?,5,<python><pytorch><tensor>,66783542,tensor
https://stackoverflow.com/questions/73803162,Efficiently check whether each column in a PyTorch tensor has a corresponding reversed column,1,<python><pytorch><reverse><tensor>,73803162,tensor
https://stackoverflow.com/questions/63119904,Can I transfer a Tensorflow.js Tensor efficiently between Node.js processes?,1,<javascript><node.js><tensor><tensorflow.js>,63119904,tensor
https://stackoverflow.com/questions/70647541,Is there a way to reduce expected conv2d_Conv2D1_input from 4 dimensions to 3?,1,<javascript><node.js><conv-neural-network><tensor><tensorflow.js>,70647541,tensor
https://stackoverflow.com/questions/63329989,Finding column index of a PyTorch tensor that has most 1's,1,<python><pytorch><tensor>,63329989,tensor
https://stackoverflow.com/questions/67764431,Trouble Understanding broadcasting behavior for tensors,2,<numpy><tensorflow><multiplication><tensor><array-broadcasting>,67764431,tensor
https://stackoverflow.com/questions/71107470,Tensorflow 2.0 Tensor Manipulation,1,<python><tensorflow><deep-learning><tensor>,71107470,tensor
https://stackoverflow.com/questions/72460851,way for multiplication of these tensors with gradients,1,<python><machine-learning><neural-network><pytorch><tensor>,72460851,tensor
https://stackoverflow.com/questions/66626938,Bubble up non null rows of a 3-D Tensor PyTorch,1,<python><pytorch><linear-algebra><tensor>,66626938,tensor
https://stackoverflow.com/questions/73242380,Use torch.gather to select images from tensor,1,<python><pytorch><tensor><torch>,73242380,tensor
https://stackoverflow.com/questions/67751088,Is reshape() same as contiguous().view()?,2,<pytorch><reshape><tensor><torch>,67751088,tensor
https://stackoverflow.com/questions/70591345,tensorflow add 'None' dimension to a tensor,1,<python><tensorflow><tensorflow2.0><tensor>,70591345,tensor
https://stackoverflow.com/questions/71231008,Cannot transfer torch.Tensor to torch.cuda.Tensor,1,<python><pytorch><tensor>,71231008,tensor
https://stackoverflow.com/questions/68510107,pytorch - reciprocal of torch.gather,2,<python><arrays><pytorch><tensor><torch>,68510107,tensor
https://stackoverflow.com/questions/65517572,Create a knn adjacent matrix in Pytorch,2,<matrix><indexing><pytorch><tensor>,65517572,tensor
https://stackoverflow.com/questions/63139273,"Flutter TFLite Error: ""metal_delegate.h"" File Not Found",11,<tensorflow><flutter><machine-learning><dart><tensor>,63139273,tensor
https://stackoverflow.com/questions/67746193,"torch.Tensor() new() received an invalid combination of arguments - got (list, dtype=torch.dtype)",7,<python><pytorch><tensor>,67746193,tensor
https://stackoverflow.com/questions/67327630,Pytorch: smarter way to reduce dimension by reshape,2,<python><deep-learning><pytorch><conv-neural-network><tensor>,67327630,tensor
https://stackoverflow.com/questions/66720543,Pytorch 1D tensors expected but got 2D tensors,2,<python><machine-learning><neural-network><pytorch><tensor>,66720543,tensor
https://stackoverflow.com/questions/69067391,Expected object of scalar type Long but got scalar type Int for argument #2 in loss function,1,<python><pytorch><tensor>,69067391,tensor
https://stackoverflow.com/questions/71233076,Sort Tensorflow HashTable by value,1,<python><tensorflow><tensorflow2.0><tensor>,71233076,tensor
https://stackoverflow.com/questions/74729268,Replicate operation tensor operation using `torch.tensordot()` and `torch.stack()`,1,<python><matrix><pytorch><tensor><tensordot>,74729268,tensor
https://stackoverflow.com/questions/73709128,Interconversion and difference,1,<loops><tensorflow><type-conversion><tensor>,73709128,tensor
https://stackoverflow.com/questions/73716250,What is the correct implementation for rounding a 2D tensor given the rounding values in a 1D tensor?,1,<python><pytorch><rounding><tensor>,73716250,tensor
https://stackoverflow.com/questions/67519746,Pytorch transfer learning error: The size of tensor a (16) must match the size of tensor b (128) at non-singleton dimension 2,1,<python><image-processing><pytorch><tensor><motion-blur>,67519746,tensor
https://stackoverflow.com/questions/68905844,Adding a number to the last dimension of a tensor,1,<python><pytorch><tensor>,68905844,tensor
https://stackoverflow.com/questions/66370996,Input tensor incompatible with Python signature in Tensorflow object detection,2,<python><tensorflow><tensorflow2.0><object-detection><tensor>,66370996,tensor
https://stackoverflow.com/questions/71195131,PyTorch: count the number of tensor values that are near (+/- a tolerance) the values of a reference tensor,1,<python><pytorch><tensor>,71195131,tensor
https://stackoverflow.com/questions/64751685,Using _scatter() to replace values in matrix,1,<python><sorting><pytorch><tensor>,64751685,tensor
https://stackoverflow.com/questions/72125011,Efficient pooling operation in Tensorflow : Custom pooling layer,2,<python><tensorflow><tensor><max-pooling>,72125011,tensor
https://stackoverflow.com/questions/73099147,"Tensorflow gather, concatenate and then pad operation?",1,<python><tensorflow><tensorflow2.0><tensor><ragged>,73099147,tensor
https://stackoverflow.com/questions/64008153,torch.einsum doesn't accept float tensors?,1,<pytorch><tensor><numpy-einsum>,64008153,tensor
https://stackoverflow.com/questions/70546468,tensorflow: convert a list of tensor to ragged tensor with a fixed dim in a certain axis,3,<python><tensorflow><tensor>,70546468,tensor
https://stackoverflow.com/questions/70233512,tf.concat tensors with different length,1,<python><tensorflow><tensorflow2.0><tensor>,70233512,tensor
https://stackoverflow.com/questions/68919179,Does packing BooleanTensor's to ByteTensor's affect training of LSTM (or other ML models)?,1,<memory><pytorch><tensor>,68919179,tensor
https://stackoverflow.com/questions/73348974,Calculate accuracy of a tensor compared to a target tensor,1,<pytorch><tensor>,73348974,tensor
https://stackoverflow.com/questions/68062571,RuntimeError: The size of tensor a (4144) must match the size of tensor b (256) at non-singleton dimension 3 site:stackoverflow.com,1,<python><deep-learning><pytorch><tensor>,68062571,tensor
https://stackoverflow.com/questions/70420882,Concat two tensors with different dimensions,1,<pytorch><concatenation><tensor><torch>,70420882,tensor
https://stackoverflow.com/questions/69433514,Test Intel Extension for Pytorch(IPEX) in multiple-choice from huggingface / transformers,2,<performance><intel><huggingface-transformers><intel-python><intel-pytorch>,69433514,training
https://stackoverflow.com/questions/74764831,Preprocessing layers with seed not producing the same data augmentation for images and masks,2,<tensorflow><data-augmentation><data-preprocessing><image-masking>,74764831,training
https://stackoverflow.com/questions/66350832,MT5ForConditionalGeneration with Pytorch-lightning gives attribute_error,1,<optimization><pytorch><pytorch-lightning>,66350832,training
https://stackoverflow.com/questions/65992364,Pytorch object detection model optimization,1,<python><machine-learning><optimization><pytorch><faster-rcnn>,65992364,training
https://stackoverflow.com/questions/63176966,Adding AdditiveGaussianNoise to a single image - AssertionError: Expected boolean as argument for 'return_batch',3,<python><machine-learning><keras><deep-learning><data-augmentation>,63176966,training
https://stackoverflow.com/questions/72054914,Find pivots in tensor that maximize sum of values,1,<python><tensorflow><optimization>,72054914,training
https://stackoverflow.com/questions/68726290,Setting learning rate for Stochastic Weight Averaging in PyTorch,5,<python><machine-learning><optimization><pytorch>,68726290,training
https://stackoverflow.com/questions/66178979,Focal loss implementation,4,<neural-network><pytorch><conv-neural-network><probability><loss-function>,66178979,training
https://stackoverflow.com/questions/65704588,Neural network hyperparameter tuning - is setting random seed a good idea?,7,<tensorflow><machine-learning><deep-learning><neural-network><hyperparameters>,65704588,training
https://stackoverflow.com/questions/75915809,Accuracy value more than 1 with nn.BCEWithLogitsLoss() loss function pytorch in Binary Classifier,4,<python><machine-learning><pytorch><loss-function><transfer-learning>,75915809,training
https://stackoverflow.com/questions/65442946,pytorch custom loss function on minimizing the angle between vectors,1,<python><neural-network><pytorch><conv-neural-network><loss-function>,65442946,training
https://stackoverflow.com/questions/64002566,"BCEWithLogitsLoss: Trying to get binary output for predicted label as a tensor, confused with output layer",3,<neural-network><pytorch><loss-function>,64002566,training
https://stackoverflow.com/questions/70590495,Custom loss function in pytorch 1.10.1,1,<pytorch><loss-function>,70590495,training
https://stackoverflow.com/questions/69767707,Jax/Flax (very) slow RNN-forward-pass compared to pyTorch?,4,<python><performance><pytorch><recurrent-neural-network><jax>,69767707,training
https://stackoverflow.com/questions/64313451,Shall we set experimental_aggregate_gradients to False or True when manually accumulating gradients in Tensorflow?,4,<python><tensorflow><optimization><deep-learning><gradient>,64313451,training
https://stackoverflow.com/questions/65281281,Keras RandomRotation layer produces black lines?,2,<keras><conv-neural-network><data-augmentation>,65281281,training
https://stackoverflow.com/questions/63581973,Keep same dataset augmentation for input and output in Tensorflow,2,<python><tensorflow><image-processing><autoencoder><data-augmentation>,63581973,training
https://stackoverflow.com/questions/63200848,Correcting NaN values/loss for ANN in tensorflow,1,<python><tensorflow><machine-learning><nan>,63200848,training
https://stackoverflow.com/questions/65947284,Loss with custom backward function in PyTorch - exploding loss in simple MSE example,7,<machine-learning><deep-learning><pytorch><loss-function><gradient-descent>,65947284,training
https://stackoverflow.com/questions/67173932,model.train() and model.eval() causing nan values,2,<loops><validation><neural-network><pytorch><nan>,67173932,training
https://stackoverflow.com/questions/71175695,Tensorflow conv1d/Keras Conv1D strange performance variation,2,<performance><tensorflow><conv1d>,71175695,training
https://stackoverflow.com/questions/69235383,pytorch custom loss function nn.CrossEntropyLoss,1,<python><pytorch><loss-function><cross-entropy>,69235383,training
https://stackoverflow.com/questions/65522548,Why am I getting a low error before I did any optimization?,1,<python><optimization><neural-network><pytorch><cross-entropy>,65522548,training
https://stackoverflow.com/questions/70603877,What is the unit of the y-axis in the tensorboard loss functions?,1,<python><tensorflow><tensorboard><loss-function>,70603877,training
https://stackoverflow.com/questions/63457496,Tensorflow 2.x – Tensor with Average of Surrounding Cells,1,<python><arrays><tensorflow><tensorflow2.0><loss-function>,63457496,training
https://stackoverflow.com/questions/63916848,module 'tensorflow' has no attribute 'set_random_seed' for RASA NLU supervised embeddings pipeline trainer,4,<python><tensorflow><training-data><rasa-nlu><rasa>,63916848,training
https://stackoverflow.com/questions/74754493,plot training and validation loss in pytorch,4,<validation><plot><pytorch><training-data><mean-square-error>,74754493,training
https://stackoverflow.com/questions/65906171,Is there a way to retrieve the specific parameters used in a random torchvision transform?,4,<python><pytorch><affinetransform><data-augmentation><torchvision>,65906171,training
https://stackoverflow.com/questions/73194577,Generalised inner product in TensorFlow,1,<python><performance><tensorflow>,73194577,training
https://stackoverflow.com/questions/68929471,Implementing Early Stopping in Pytorch without Torchsample,2,<python><machine-learning><neural-network><pytorch><loss-function>,68929471,training
https://stackoverflow.com/questions/75762820,Custom loss function for sports betting,1,<keras><loss-function><loss>,75762820,training
https://stackoverflow.com/questions/72766283,Pytorch nn.MSELoss without specifying target,1,<deep-learning><neural-network><pytorch><loss-function><mse>,72766283,training
https://stackoverflow.com/questions/63243042,Why do we use the smooth variable to calculate dice_coef or IoU in keras model?,2,<python><keras><deep-learning><loss-function><coefficients>,63243042,training
https://stackoverflow.com/questions/71569202,For loop optimization to create an adjacency matrix,1,<python><for-loop><optimization><graph><pytorch>,71569202,training
https://stackoverflow.com/questions/72274562,MSELoss from Pytorch,1,<python><pytorch><runtime><loss-function><mse>,72274562,training
https://stackoverflow.com/questions/70729651,"Why is my CPU Performance of Float64 tf.matmul in TensorFlow2 significantly slower than the NumPy matmul, even in the graph mode?",1,<numpy><performance><tensorflow><matrix-multiplication><intel-mkl>,70729651,training
https://stackoverflow.com/questions/72254129,Tensorflow - range wise regression loss,2,<python><tensorflow><loss-function>,72254129,training
https://stackoverflow.com/questions/67983039,Why does my Pytorch tensor size change and contain NaNs after some batches?,1,<python><deep-learning><pytorch><speech-recognition><nan>,67983039,training
https://stackoverflow.com/questions/68724274,Tensorflow maximum of three functions,1,<python><tensorflow><loss-function>,68724274,training
https://stackoverflow.com/questions/62954101,Include AdditiveGaussianNoise to customized ImageDataGenerator(sequence),1,<python><keras><data-augmentation><data-generation>,62954101,training
https://stackoverflow.com/questions/62922324,Is it possible to use non-pytoch augmentation in transform.compose,3,<python><deep-learning><pytorch><artificial-intelligence><data-augmentation>,62922324,training
https://stackoverflow.com/questions/65012099,Is there a way to get the value from a tensorflow.js variable without .dataSync()?,1,<javascript><tensorflow><tensorflow.js><nonlinear-optimization>,65012099,training
https://stackoverflow.com/questions/65200697,Tensorflow Custom Regularization Term comparing the Prediction to the True value,2,<python><tensorflow><machine-learning><conv-neural-network><loss-function>,65200697,training
https://stackoverflow.com/questions/69284837,Linear autoencoder using Pytorch,1,<optimization><deep-learning><pytorch><autoencoder><sgd>,69284837,training
https://stackoverflow.com/questions/67249431,What's the correct way to use tf.while_loop in a custom loss function?,1,<python><tensorflow><loss-function>,67249431,training
https://stackoverflow.com/questions/64809589,Running out of GPU memory with PyTorch,1,<python><pytorch><gpu>,64809589,gpu
