QuestionLink,Title,Score,Tags,Spaced_Tags,Id,Type
https://stackoverflow.com/questions/69325760,Understanding of Pytorch NLLLOSS,9,<pytorch><classification><loss-function>,<pytorch <classification <loss-function ,69325760,training
https://stackoverflow.com/questions/63855608,Is max operation differentiable in Pytorch?,9,<optimization><deep-learning><neural-network><pytorch><gradient>,<optimization <deep-learning <neural-network <pytorch <gradient ,63855608,training
https://stackoverflow.com/questions/63258022,Non-OK-status: GpuLaunchKernel(...) status: Internal: no kernel image is available for execution on the device,9,<tensorflow><nvidia><cudnn>,<tensorflow <nvidia <cudnn ,63258022,gpu
https://stackoverflow.com/questions/68119561,Stopping and starting a deep learning google cloud VM instance causes tensorflow to stop recognizing GPU,9,<tensorflow><google-cloud-platform><nvidia><google-dl-platform>,<tensorflow <google-cloud-platform <nvidia <google-dl-platform ,68119561,gpu
https://stackoverflow.com/questions/64523498,"Can you accelerate torch DL training on anything other than ""cuda"" like ""hip"" or ""OpenCL""?",8,<deep-learning><pytorch><gpu><opencl>,<deep-learning <pytorch <gpu <opencl ,64523498,gpu
https://stackoverflow.com/questions/65642832,Inputs to the nn.MultiheadAttention?,7,<python><deep-learning><pytorch><attention-model>,<python <deep-learning <pytorch <attention-model ,65642832,model
https://stackoverflow.com/questions/67746193,"torch.Tensor() new() received an invalid combination of arguments - got (list, dtype=torch.dtype)",7,<python><pytorch><tensor>,<python <pytorch <tensor ,67746193,tensor
https://stackoverflow.com/questions/65704588,Neural network hyperparameter tuning - is setting random seed a good idea?,7,<tensorflow><machine-learning><deep-learning><neural-network><hyperparameters>,<tensorflow <machine-learning <deep-learning <neural-network <hyperparameters ,65704588,training
https://stackoverflow.com/questions/64594493,Filter out NaN values from a PyTorch N-Dimensional tensor,7,<python><python-3.x><pytorch><filtering><nan>,<python <python-3.x <pytorch <filtering <nan ,64594493,training
https://stackoverflow.com/questions/65947284,Loss with custom backward function in PyTorch - exploding loss in simple MSE example,7,<machine-learning><deep-learning><pytorch><loss-function><gradient-descent>,<machine-learning <deep-learning <pytorch <loss-function <gradient-descent ,65947284,training
https://stackoverflow.com/questions/70268140,Could not load dynamic library 'libcublasLt.so.11'; dlerror: libcublasLt.so.11: cannot open shared object file: No such file or directory,7,<python><tensorflow><cuda><driver>,<python <tensorflow <cuda <driver ,70268140,gpu
https://stackoverflow.com/questions/63122486,the tensorflow docker gpu image doesn't detect my GPU,7,<linux><docker><tensorflow><nvidia>,<linux <docker <tensorflow <nvidia ,63122486,gpu
https://stackoverflow.com/questions/69865825,nvcc fatal : Unsupported gpu architecture 'compute_86',7,<ubuntu><compiler-errors><pytorch><nvidia><nvcc>,<ubuntu <compiler-errors <pytorch <nvidia <nvcc ,69865825,gpu
https://stackoverflow.com/questions/68285810,TypeError: can't convert cuda:0 device type tensor to numpy. Use Tensor.cpu() to copy the tensor to host memory first (Segmentation using yolact edge),6,<python><pytorch><image-segmentation><tensor>,<python <pytorch <image-segmentation <tensor ,68285810,tensor
https://stackoverflow.com/questions/64195225,Extracting blocks from block diagonal PyTorch tensor,6,<python><pytorch><tensor><diagonal>,<python <pytorch <tensor <diagonal ,64195225,tensor
https://stackoverflow.com/questions/69100302,Setting results of torch.gather(...) calls,6,<python><indexing><pytorch><tensor>,<python <indexing <pytorch <tensor ,69100302,tensor
https://stackoverflow.com/questions/66087844,Jetson NX optimize tensorflow model using TensorRT,6,<tensorflow><tensorrt><nvidia-jetson>,<tensorflow <tensorrt <nvidia-jetson ,66087844,gpu
https://stackoverflow.com/questions/63515767,Tensorflow 2.3.0 does not detect GPU,6,<python><tensorflow><gpu>,<python <tensorflow <gpu ,63515767,gpu
https://stackoverflow.com/questions/66493943,"Tensor for argument #2 'mat1' is on CPU, but expected it to be on GPU",6,<python><debugging><pytorch><gpu><autoencoder>,<python <debugging <pytorch <gpu <autoencoder ,66493943,gpu
https://stackoverflow.com/questions/68221962,nvcc not found but cuda runs fine?,6,<cuda><pytorch>,<cuda <pytorch ,68221962,gpu
https://stackoverflow.com/questions/63489963,PyTorch method for returning element with highest count in a 1D tensor?,5,<python-3.x><pytorch><tensor>,<python-3.x <pytorch <tensor ,63489963,tensor
https://stackoverflow.com/questions/66783542,Why a.storage() is b.storage() returns false when a and b reference the same data?,5,<python><pytorch><tensor>,<python <pytorch <tensor ,66783542,tensor
https://stackoverflow.com/questions/70159221,RuntimeError: mean(): input dtype should be either floating point or complex dtypes. Got Long instead,5,<pytorch><tensor>,<pytorch <tensor ,70159221,tensor
https://stackoverflow.com/questions/64716790,Save Pytorch 4D tensor as image,5,<python><image><pytorch><tensor>,<python <image <pytorch <tensor ,64716790,tensor
https://stackoverflow.com/questions/68726290,Setting learning rate for Stochastic Weight Averaging in PyTorch,5,<python><machine-learning><optimization><pytorch>,<python <machine-learning <optimization <pytorch ,68726290,training
https://stackoverflow.com/questions/62958248,calculate accuracy for each class using CNN and pytorch,5,<pytorch><classification><training-data><conv-neural-network><loss>,<pytorch <classification <training-data <conv-neural-network <loss ,62958248,training
https://stackoverflow.com/questions/65718838,Tensorflow GPU long startup time,5,<tensorflow><time><gpu><startup><rtx>,<tensorflow <time <gpu <startup <rtx ,65718838,gpu
https://stackoverflow.com/questions/62887574,Can numpy arrays run in GPUs?,5,<python><numpy><pytorch><gpu>,<python <numpy <pytorch <gpu ,62887574,gpu
https://stackoverflow.com/questions/69125887,"Understanding why memory allocation occurs during inference, backpropagation, and model update",5,<pytorch><gpu>,<pytorch <gpu ,69125887,gpu
https://stackoverflow.com/questions/73656975,Pytorch silent data corruption,5,<python><pytorch><gpu>,<python <pytorch <gpu ,73656975,gpu
https://stackoverflow.com/questions/72534859,Is GradScaler necessary with Mixed precision training with pytorch?,5,<deep-learning><pytorch><nvidia><apex><torch>,<deep-learning <pytorch <nvidia <apex <torch ,72534859,gpu
https://stackoverflow.com/questions/63008865,Load pickle saved GPU tensor with CPU?,5,<pytorch><gpu><cpu>,<pytorch <gpu <cpu ,63008865,gpu
https://stackoverflow.com/questions/71335585,"HuggingFace | ValueError: Connection error, and we cannot find the requested files in the cached path. Please try again or make sure your Internet con",5,<python-3.x><tensorflow><huggingface-transformers><valueerror><gpt-2>,<python-3.x <tensorflow <huggingface-transformers <valueerror <gpt-2 ,71335585,api
https://stackoverflow.com/questions/64735352,"Details about alpha in tf.nn.leaky_relu( features, alpha=0.2, name=None )",4,<python><tensorflow><deep-learning><neural-network><activation-function>,<python <tensorflow <deep-learning <neural-network <activation-function ,64735352,model
https://stackoverflow.com/questions/69426006,"Tensorflow ""Transformer model for language understanding"" with another Dataset?",4,<python><tensorflow><translation><transformer-model><opennmt>,<python <tensorflow <translation <transformer-model <opennmt ,69426006,model
https://stackoverflow.com/questions/65676389,Huggingface TFBertForSequenceClassification always predicts the same label,4,<python><tensorflow><bert-language-model><huggingface-transformers>,<python <tensorflow <bert-language-model <huggingface-transformers ,65676389,model
https://stackoverflow.com/questions/69836422,BERT outputs explained,4,<python><tensorflow><deep-learning><nlp><bert-language-model>,<python <tensorflow <deep-learning <nlp <bert-language-model ,69836422,model
https://stackoverflow.com/questions/67948945,Force BERT transformer to use CUDA,4,<python><pytorch><huggingface-transformers><transformer-model>,<python <pytorch <huggingface-transformers <transformer-model ,67948945,model
https://stackoverflow.com/questions/64610841,BERT-based NER model giving inconsistent prediction when deserialized,4,<python><pytorch><bert-language-model><huggingface-transformers>,<python <pytorch <bert-language-model <huggingface-transformers ,64610841,model
https://stackoverflow.com/questions/69913781,Is it true that `inplace=True` activations in PyTorch make sense only for inference mode?,4,<python><pytorch><activation-function>,<python <pytorch <activation-function ,69913781,model
https://stackoverflow.com/questions/63566232,RuntimeError: The size of tensor a (1024) must match the size of tensor b (512) at non-singleton dimension 3,4,<python><pytorch><transformer-model><seq2seq>,<python <pytorch <transformer-model <seq2seq ,63566232,model
https://stackoverflow.com/questions/63478947,Correct Way to Fine-Tune/Train HuggingFace's Model from scratch (PyTorch),4,<python><pytorch><bert-language-model><huggingface-transformers>,<python <pytorch <bert-language-model <huggingface-transformers ,63478947,model
https://stackoverflow.com/questions/65993928,"IndexError: Dimension out of range - PyTorch dimension expected to be in range of [-1, 0], but got 1",4,<python><pytorch><tensor><dimensions><index-error>,<python <pytorch <tensor <dimensions <index-error ,65993928,tensor
https://stackoverflow.com/questions/65605321,mask list/tensor with multiple conditions?,4,<python><list><pytorch><mask><tensor>,<python <list <pytorch <mask <tensor ,65605321,tensor
https://stackoverflow.com/questions/64241325,Top K indices of a multi-dimensional tensor,4,<python><pytorch><tensor><matrix-indexing>,<python <pytorch <tensor <matrix-indexing ,64241325,tensor
https://stackoverflow.com/questions/70021547,Using PyTorch tensors with scikit-learn,4,<python><numpy><scikit-learn><pytorch><tensor>,<python <numpy <scikit-learn <pytorch <tensor ,70021547,tensor
https://stackoverflow.com/questions/71208527,Expand the tensor by several dimensions,4,<pytorch><tensor>,<pytorch <tensor ,71208527,tensor
https://stackoverflow.com/questions/63916848,module 'tensorflow' has no attribute 'set_random_seed' for RASA NLU supervised embeddings pipeline trainer,4,<python><tensorflow><training-data><rasa-nlu><rasa>,<python <tensorflow <training-data <rasa-nlu <rasa ,63916848,training
https://stackoverflow.com/questions/64313451,Shall we set experimental_aggregate_gradients to False or True when manually accumulating gradients in Tensorflow?,4,<python><tensorflow><optimization><deep-learning><gradient>,<python <tensorflow <optimization <deep-learning <gradient ,64313451,training
https://stackoverflow.com/questions/66178979,Focal loss implementation,4,<neural-network><pytorch><conv-neural-network><probability><loss-function>,<neural-network <pytorch <conv-neural-network <probability <loss-function ,66178979,training
https://stackoverflow.com/questions/70533018,Cross entropy yields different results for vectors with identical distributions,4,<python><machine-learning><neural-network><pytorch><loss-function>,<python <machine-learning <neural-network <pytorch <loss-function ,70533018,training
https://stackoverflow.com/questions/74754493,plot training and validation loss in pytorch,4,<validation><plot><pytorch><training-data><mean-square-error>,<validation <plot <pytorch <training-data <mean-square-error ,74754493,training
https://stackoverflow.com/questions/75915809,Accuracy value more than 1 with nn.BCEWithLogitsLoss() loss function pytorch in Binary Classifier,4,<python><machine-learning><pytorch><loss-function><transfer-learning>,<python <machine-learning <pytorch <loss-function <transfer-learning ,75915809,training
https://stackoverflow.com/questions/67447166,PyTorch backward() on a tensor element affected by nan in other elements,4,<python><pytorch><nan><autograd>,<python <pytorch <nan <autograd ,67447166,training
https://stackoverflow.com/questions/69767707,Jax/Flax (very) slow RNN-forward-pass compared to pyTorch?,4,<python><performance><pytorch><recurrent-neural-network><jax>,<python <performance <pytorch <recurrent-neural-network <jax ,69767707,training
https://stackoverflow.com/questions/63816321,Why Pytorch autograd need another vector to backward instead of computing Jacobian?,4,<python><optimization><pytorch><backpropagation><automatic-differentiation>,<python <optimization <pytorch <backpropagation <automatic-differentiation ,63816321,training
https://stackoverflow.com/questions/65906171,Is there a way to retrieve the specific parameters used in a random torchvision transform?,4,<python><pytorch><affinetransform><data-augmentation><torchvision>,<python <pytorch <affinetransform <data-augmentation <torchvision ,65906171,training
https://stackoverflow.com/questions/63400559,differing results when using model to infer on a batch vs individual with pytorch,4,<python><deep-learning><pytorch><training-data>,<python <deep-learning <pytorch <training-data ,63400559,training
https://stackoverflow.com/questions/75701437,Why do we multiply learning rate by gradient accumulation steps in PyTorch?,4,<python><deep-learning><pytorch><gradient-descent><learning-rate>,<python <deep-learning <pytorch <gradient-descent <learning-rate ,75701437,training
https://stackoverflow.com/questions/68902851,failed to alloc X bytes unified memory; result: CUDA_ERROR_OUT_OF_MEMORY: out of memory,4,<tensorflow><out-of-memory><gpu><slurm>,<tensorflow <out-of-memory <gpu <slurm ,68902851,gpu
https://stackoverflow.com/questions/72499414,i got an error about error: Can't find libdevice directory ${CUDA_DIR}/nvvm/libdevice in tensorflow object_detection api,4,<python><tensorflow><cuda><tensorflow2.0>,<python <tensorflow <cuda <tensorflow2.0 ,72499414,gpu
https://stackoverflow.com/questions/68029770,"Onnx to trt - [8] Assertion failed: creator && ""Plugin not found",4,<tensorflow><onnx><nvidia-jetson><tensorrt>,<tensorflow <onnx <nvidia-jetson <tensorrt ,68029770,gpu
https://stackoverflow.com/questions/71766129,Dataset gets re-copied to GPU (causing out of memory) when calling to eval twice,4,<tensorflow><gpu><out-of-memory>,<tensorflow <gpu <out-of-memory ,71766129,gpu
https://stackoverflow.com/questions/74992357,would pytorch for cuda 11.6 work when cuda is actually 12.0,4,<pytorch><gpu>,<pytorch <gpu ,74992357,gpu
https://stackoverflow.com/questions/72408888,PyTorch: why does running output = model(images) use so much GPU memory?,4,<python><machine-learning><pytorch><gpu>,<python <machine-learning <pytorch <gpu ,72408888,gpu
https://stackoverflow.com/questions/65679823,TypeError: expected CPU (got CUDA),4,<python><pytorch><gpu>,<python <pytorch <gpu ,65679823,gpu
https://stackoverflow.com/questions/63869651,Unable to import modules when using Weights and Biases' sweeps,4,<numpy><keras><modulenotfounderror>,<numpy <keras <modulenotfounderror ,63869651,api
https://stackoverflow.com/questions/66489112,TypeError: __init__() got an unexpected keyword argument 'filepath',4,<python><python-3.x><pytorch><typeerror>,<python <python-3.x <pytorch <typeerror ,66489112,api
https://stackoverflow.com/questions/73849758,"ValueError: Dimensions must be equal, but are 68 and 10 for '{{node mean_squared_error/SquaredDifference}} = SquaredDifference[T=DT_FLOAT]",3,<python><machine-learning><deep-learning><tf.keras><keras-layer>,<python <machine-learning <deep-learning <tf.keras <keras-layer ,73849758,model
https://stackoverflow.com/questions/70479279,InternalError when using TPU for training Keras model,3,<python><tensorflow><machine-learning><bert-language-model><tpu>,<python <tensorflow <machine-learning <bert-language-model <tpu ,70479279,model
https://stackoverflow.com/questions/69509388,TF BERT input packer on more than two inputs,3,<tensorflow><bert-language-model>,<tensorflow <bert-language-model ,69509388,model
https://stackoverflow.com/questions/67738193,What is the difference between TFHub and Model Garden?,3,<tensorflow><pre-trained-model><tensorflow-hub>,<tensorflow <pre-trained-model <tensorflow-hub ,67738193,model
https://stackoverflow.com/questions/66762815,Why is 32768 used as a constant to normalize the wav data in VGGish?,3,<tensorflow><normalization><tensorflow-model-garden>,<tensorflow <normalization <tensorflow-model-garden ,66762815,model
https://stackoverflow.com/questions/71306070,Do you need to put EOS and BOS tokens in autoencoder transformers?,3,<python><pytorch><transformer-model>,<python <pytorch <transformer-model ,71306070,model
https://stackoverflow.com/questions/67511800,PipelineException: No mask_token ([MASK]) found on the input,3,<python><nlp><pytorch><bert-language-model><huggingface-transformers>,<python <nlp <pytorch <bert-language-model <huggingface-transformers ,67511800,model
https://stackoverflow.com/questions/65529156,Huggingface Transformer - GPT2 resume training from saved checkpoint,3,<python><pytorch><huggingface-transformers><language-model><gpt-2>,<python <pytorch <huggingface-transformers <language-model <gpt-2 ,65529156,model
https://stackoverflow.com/questions/65543178,Fairseq Transform model not working (Float can't be cast to long),3,<pytorch><conda><transformer-model><fairseq>,<pytorch <conda <transformer-model <fairseq ,65543178,model
https://stackoverflow.com/questions/63248948,"What should be the Query Q, Key K and Value V vectors/matrics in torch.nn.MultiheadAttention?",3,<pytorch><attention-model>,<pytorch <attention-model ,63248948,model
https://stackoverflow.com/questions/69196995,Using Hugging-face transformer with arguments in pipeline,3,<pytorch><huggingface-transformers><bert-language-model><transformer-model><huggingface-tokenizers>,<pytorch <huggingface-transformers <bert-language-model <transformer-model <huggingface-tokenizers ,69196995,model
https://stackoverflow.com/questions/67276766,attn_output_weights in MultiheadAttention,3,<python><deep-learning><nlp><pytorch><attention-model>,<python <deep-learning <nlp <pytorch <attention-model ,67276766,model
https://stackoverflow.com/questions/75110547,Tensorflow's random.truncated_normal returns different results with the same seed,3,<python><tensorflow><tensor><random-seed>,<python <tensorflow <tensor <random-seed ,75110547,tensor
https://stackoverflow.com/questions/70546468,tensorflow: convert a list of tensor to ragged tensor with a fixed dim in a certain axis,3,<python><tensorflow><tensor>,<python <tensorflow <tensor ,70546468,tensor
https://stackoverflow.com/questions/73038417,Concatenate tensors with different shapes in tensorflow,3,<python><tensorflow><concatenation><tensor><shapes>,<python <tensorflow <concatenation <tensor <shapes ,73038417,tensor
https://stackoverflow.com/questions/63977774,Understanding behavior of index_put in PyTorch,3,<python><pytorch><tensor>,<python <pytorch <tensor ,63977774,tensor
https://stackoverflow.com/questions/70715968,Merge one tensor into other tensor on specific indexes in PyTorch,3,<python><pytorch><tensor>,<python <pytorch <tensor ,70715968,tensor
https://stackoverflow.com/questions/68041894,PyTorch: .movedim() vs. .moveaxis() vs. .permute(),3,<python><pytorch><tensor>,<python <pytorch <tensor ,68041894,tensor
https://stackoverflow.com/questions/70316929,ToPILImage : TypeError: Input type int64 is not supported,3,<python><pytorch><tensor><torchvision><fast-ai>,<python <pytorch <tensor <torchvision <fast-ai ,70316929,tensor
https://stackoverflow.com/questions/64433896,PyTorch equivalent of numpy reshape function,3,<python><neural-network><pytorch><reshape><tensor>,<python <neural-network <pytorch <reshape <tensor ,64433896,tensor
https://stackoverflow.com/questions/63910283,Why there are orders of magnitude in the evaluation of torch.sin() and numpy.sin() at integer multiples of Pi?,3,<python><numpy><pytorch><precision><tensor>,<python <numpy <pytorch <precision <tensor ,63910283,tensor
https://stackoverflow.com/questions/66900676,Select specific indexes of 3D Pytorch Tensor using a 1D long tensor that represents indexes,3,<python><pytorch><tensor>,<python <pytorch <tensor ,66900676,tensor
https://stackoverflow.com/questions/70780369,ValueError: only one element tensors can be converted to Python scalars when converting list to float Torch tensor,3,<python><pytorch><tensor>,<python <pytorch <tensor ,70780369,tensor
https://stackoverflow.com/questions/65854970,Conditionally apply tensor operations in PyTorch,3,<python><python-3.x><pytorch><tensor>,<python <python-3.x <pytorch <tensor ,65854970,tensor
https://stackoverflow.com/questions/66260320,"Casting Pytorch's tensor elements the type ""float"" instead of ""double""",3,<arrays><casting><pytorch><tensor><autoencoder>,<arrays <casting <pytorch <tensor <autoencoder ,66260320,tensor
https://stackoverflow.com/questions/73445876,"ValueError: base_distribution needs to have shape with size at least 6, but got torch.Size([6])",3,<python><deep-learning><pytorch><tensor>,<python <deep-learning <pytorch <tensor ,73445876,tensor
https://stackoverflow.com/questions/66688647,Fill tensor with another tensor where mask is true,3,<python><pytorch><tensor>,<python <pytorch <tensor ,66688647,tensor
https://stackoverflow.com/questions/71223747,Pytorch error when modifying unpacked tensor,3,<pytorch><tensor>,<pytorch <tensor ,71223747,tensor
https://stackoverflow.com/questions/68220457,To calculate euclidean distance between vectors in a torch tensor with multiple dimensions,3,<pytorch><tensor>,<pytorch <tensor ,68220457,tensor
https://stackoverflow.com/questions/72327447,pytorch tensor change dimensionallity to count adjacent values,3,<python><pytorch><tensor>,<python <pytorch <tensor ,72327447,tensor
https://stackoverflow.com/questions/73380378,What's the fastest way to slice a portion of a tensor to another in PyTorch?,3,<python><pytorch><slice><tensor>,<python <pytorch <slice <tensor ,73380378,tensor
https://stackoverflow.com/questions/64913854,Loading n-dimensional tensor for pytorch from text file,3,<python><numpy><pytorch><tensor>,<python <numpy <pytorch <tensor ,64913854,tensor
https://stackoverflow.com/questions/63176966,Adding AdditiveGaussianNoise to a single image - AssertionError: Expected boolean as argument for 'return_batch',3,<python><machine-learning><keras><deep-learning><data-augmentation>,<python <machine-learning <keras <deep-learning <data-augmentation ,63176966,training
https://stackoverflow.com/questions/74743921,Error optimizer parameter not legal in Keras function,3,<python><keras><optimization>,<python <keras <optimization ,74743921,training
https://stackoverflow.com/questions/68290705,Loss function that ignores missing target values in keras for R,3,<r><keras><lstm><missing-data><loss-function>,<r <keras <lstm <missing-data <loss-function ,68290705,training
https://stackoverflow.com/questions/63642715,"""args_0:0"" when printing Tensor",3,<python><tensorflow><tensorflow-datasets><image-rotation><data-augmentation>,<python <tensorflow <tensorflow-datasets <image-rotation <data-augmentation ,63642715,training
https://stackoverflow.com/questions/65554962,TensorFlow : slow startup,3,<python><performance><tensorflow>,<python <performance <tensorflow ,65554962,training
https://stackoverflow.com/questions/69217682,What is the Best way to define Adam Optimizer in PyTorch?,3,<python><optimization><pytorch>,<python <optimization <pytorch ,69217682,training
https://stackoverflow.com/questions/62922324,Is it possible to use non-pytoch augmentation in transform.compose,3,<python><deep-learning><pytorch><artificial-intelligence><data-augmentation>,<python <deep-learning <pytorch <artificial-intelligence <data-augmentation ,62922324,training
https://stackoverflow.com/questions/65537991,"ValueError: Target size (torch.Size([1000])) must be the same as input size (torch.Size([1000, 1]))",3,<neural-network><pytorch><loss-function>,<neural-network <pytorch <loss-function ,65537991,training
https://stackoverflow.com/questions/64002566,"BCEWithLogitsLoss: Trying to get binary output for predicted label as a tensor, confused with output layer",3,<neural-network><pytorch><loss-function>,<neural-network <pytorch <loss-function ,64002566,training
https://stackoverflow.com/questions/65434193,"Multi-GPU TFF simulation errors ""Detected dataset reduce op in multi-GPU TFF simulation""",3,<tensorflow><gpu><tensorflow-federated>,<tensorflow <gpu <tensorflow-federated ,65434193,gpu
https://stackoverflow.com/questions/65621855,system76 ubuntu 20.04 tensorflow gpu cuda version conflicts,3,<tensorflow><ubuntu><cuda><cudnn>,<tensorflow <ubuntu <cuda <cudnn ,65621855,gpu
https://stackoverflow.com/questions/65676011,Invoking GPU asm compilation is supported on Cuda non-Windows platforms only. Relying on driver to perform ptx compilation,3,<python><tensorflow><gpu>,<python <tensorflow <gpu ,65676011,gpu
https://stackoverflow.com/questions/73643887,"gpu memory is still occupied after validation phase is finished, pytorch",3,<pytorch><gpu>,<pytorch <gpu ,73643887,gpu
https://stackoverflow.com/questions/76107401,Can we overlap compute operation with memory operation without pinned memory on CPU?,3,<pytorch><cuda><cuda-streams>,<pytorch <cuda <cuda-streams ,76107401,gpu
https://stackoverflow.com/questions/65470495,"TypeError: Expected binary or unicode string, got 618.0",3,<python><tensorflow><typeerror>,<python <tensorflow <typeerror ,65470495,api
https://stackoverflow.com/questions/66524542,AttributeError: 'str' object has no attribute 'shape' while encoding tensor using BertModel with PyTorch (Hugging Face),3,<python><string><pytorch><attributeerror><huggingface-transformers>,<python <string <pytorch <attributeerror <huggingface-transformers ,66524542,api
https://stackoverflow.com/questions/67597878,I want to add one-to-one layer to deep learning with keras,2,<python><keras><deep-learning><layer>,<python <keras <deep-learning <layer ,67597878,model
0,Multiply output of Keras layer with a scalar,2,<keras><keras-layer><tf.keras>,<keras <keras-layer <tf.keras ,63206710,model
https://stackoverflow.com/questions/65228352,Matrix inverse approximation with keras dense model,2,<python><matrix><keras><neural-network><multi-layer>,<python <matrix <keras <neural-network <multi-layer ,65228352,model
https://stackoverflow.com/questions/74428413,Understanding dimensions in MultiHeadAttention layer of Tensorflow,2,<tensorflow><nlp><transformer-model><attention-model>,<tensorflow <nlp <transformer-model <attention-model ,74428413,model
https://stackoverflow.com/questions/67360987,BERT model bug encountered during training,2,<python><pandas><numpy><tensorflow><bert-language-model>,<python <pandas <numpy <tensorflow <bert-language-model ,67360987,model
https://stackoverflow.com/questions/63377198,what is the difference between pooled output and sequence output in bert layer?,2,<python-3.x><tensorflow><neural-network><text-classification><bert-language-model>,<python-3.x <tensorflow <neural-network <text-classification <bert-language-model ,63377198,model
https://stackoverflow.com/questions/68623936,Visualize proposal regions from RPN head in Faster R-CNN with Tensorflow Object Detection API,2,<tensorflow><object-detection-api><faster-rcnn><tensorflow-model-garden>,<tensorflow <object-detection-api <faster-rcnn <tensorflow-model-garden ,68623936,model
